time,1167,1100,1300,1033,967,1230,900,833
1.02e-06,1.94985,2.2284,0.75592,1.39275,0.83565,2.78551,0.5571,0.5571
1.04e-06,2.2284,1.94985,1.03447,1.6713,0.83565,2.78551,0.0,0.5571
1.07e-06,2.2284,0.83565,1.03447,1.6713,0.5571,2.50696,0.0,0.27855
1.09e-06,1.94985,1.1142,1.59158,1.39275,0.27855,1.94985,0.5571,0.27855
1.12e-06,2.2284,1.1142,1.59158,1.1142,1.1142,2.2284,0.5571,0.5571
1.15e-06,1.6713,1.6713,1.59158,0.83565,1.1142,1.94985,0.83565,0.83565
1.17e-06,2.2284,1.94985,1.31303,1.39275,1.1142,2.50696,1.39275,1.1142
1.2e-06,2.2284,2.2284,2.14868,1.1142,1.39275,2.50696,0.83565,1.1142
1.23e-06,2.2284,1.6713,2.14868,1.39275,1.6713,2.50696,1.1142,0.27855
1.26e-06,1.94985,1.39275,1.87013,1.6713,1.1142,3.06406,0.27855,0.27855
1.29e-06,1.94985,1.39275,0.75592,0.5571,1.1142,1.6713,0.0,0.0
1.32e-06,1.6713,0.5571,2.14868,1.1142,0.83565,1.94985,0.27855,-0.27855
1.35e-06,1.6713,0.83565,1.03447,0.83565,0.83565,2.2284,0.5571,0.5571
1.38e-06,1.94985,1.39275,1.87013,0.83565,0.83565,2.2284,1.1142,1.1142
1.41e-06,1.94985,1.94985,2.14868,1.6713,1.1142,2.2284,1.6713,1.6713
1.44e-06,2.2284,2.2284,2.42723,1.6713,1.94985,2.78551,1.94985,1.39275
1.48e-06,2.78551,2.78551,1.87013,2.2284,1.1142,3.62116,1.39275,1.1142
1.51e-06,3.06406,1.94985,1.59158,1.6713,1.6713,3.34261,1.39275,0.83565
1.55e-06,2.78551,1.94985,1.31303,1.39275,1.1142,2.78551,0.83565,0.5571
1.58e-06,2.50696,1.39275,1.31303,1.1142,1.1142,2.78551,1.1142,0.27855
1.62e-06,2.2284,1.39275,1.31303,1.1142,1.39275,2.50696,1.1142,0.83565
1.66e-06,2.2284,1.94985,1.59158,1.94985,1.1142,3.06406,0.83565,0.83565
1.69e-06,2.50696,1.94985,1.87013,1.6713,1.1142,3.06406,1.1142,1.39275
1.73e-06,2.78551,2.50696,2.70578,1.94985,1.39275,3.62116,1.39275,1.39275
1.77e-06,3.06406,2.50696,2.70578,1.39275,1.6713,3.34261,1.39275,1.1142
1.82e-06,3.06406,1.6713,2.98433,1.1142,1.39275,3.34261,0.83565,0.5571
1.86e-06,2.50696,1.1142,2.42723,1.39275,1.39275,2.50696,0.83565,0.83565
1.9e-06,1.94985,1.39275,2.14868,1.39275,1.1142,2.50696,0.5571,3.06406
1.95e-06,2.2284,1.6713,2.42723,1.6713,1.1142,2.2284,1.39275,1.39275
1.99e-06,2.2284,1.94985,2.42723,1.6713,1.39275,3.34261,1.94985,0.0
2.04e-06,2.78551,2.2284,2.14868,2.2284,1.1142,3.34261,1.1142,1.39275
2.08e-06,2.78551,2.50696,3.26288,2.50696,1.6713,3.62116,1.39275,1.6713
2.13e-06,2.78551,1.94985,3.26288,1.94985,1.1142,3.34261,0.5571,0.83565
2.18e-06,2.50696,1.6713,2.42723,1.94985,1.6713,3.62116,1.1142,0.5571
2.23e-06,2.2284,2.2284,2.14868,1.1142,1.39275,3.34261,1.39275,1.1142
2.29e-06,2.78551,2.50696,2.42723,2.2284,1.39275,3.62116,1.1142,1.1142
2.34e-06,2.78551,2.78551,2.98433,1.94985,1.94985,3.89971,1.94985,1.1142
2.39e-06,3.06406,2.2284,1.87013,1.6713,1.39275,2.78551,1.1142,0.83565
2.45e-06,2.78551,1.6713,3.26288,1.94985,1.6713,3.89971,0.83565,0.5571
2.51e-06,2.78551,1.6713,3.54143,1.94985,1.6713,2.78551,1.6713,1.6713
2.56e-06,2.78551,2.50696,2.14868,1.94985,1.6713,3.34261,0.83565,1.39275
2.62e-06,2.50696,2.2284,3.26288,1.94985,1.39275,3.89971,0.83565,0.5571
2.69e-06,3.06406,2.50696,2.70578,1.94985,1.39275,3.06406,0.83565,1.39275
2.75e-06,3.06406,2.50696,3.26288,2.2284,1.39275,3.34261,1.39275,0.83565
2.81e-06,3.06406,2.50696,2.98433,2.2284,1.39275,3.89971,1.1142,0.83565
2.88e-06,2.78551,2.78551,2.70578,1.6713,1.94985,3.62116,1.1142,1.1142
2.94e-06,3.06406,2.50696,2.70578,2.2284,1.6713,3.89971,1.1142,1.1142
3.01e-06,3.06406,2.78551,2.98433,2.50696,1.1142,3.62116,1.1142,0.83565
3.08e-06,2.78551,2.2284,2.98433,1.94985,1.6713,3.62116,1.39275,0.5571
3.15e-06,2.78551,2.2284,2.98433,1.94985,1.94985,3.62116,1.6713,0.83565
3.23e-06,2.50696,2.78551,3.26288,1.94985,1.39275,3.62116,1.1142,1.1142
3.3e-06,3.06406,2.2284,3.26288,2.2284,2.2284,3.89971,1.39275,1.39275
3.38e-06,3.06406,2.78551,3.54143,2.2284,1.39275,3.89971,1.1142,1.39275
3.46e-06,3.34261,2.50696,3.54143,2.2284,1.6713,3.62116,1.6713,0.83565
3.54e-06,2.78551,2.78551,3.26288,2.2284,1.1142,3.89971,0.0,0.83565
3.62e-06,3.62116,2.50696,3.26288,1.94985,1.94985,3.62116,1.6713,1.1142
3.71e-06,3.06406,2.2284,3.26288,1.94985,1.6713,3.89971,1.94985,1.39275
3.79e-06,3.34261,2.78551,3.54143,2.2284,1.39275,4.17826,0.83565,1.1142
3.88e-06,3.06406,2.2284,3.81998,1.94985,1.6713,3.89971,1.6713,1.39275
3.97e-06,3.06406,2.78551,3.54143,1.6713,1.39275,3.89971,1.39275,0.83565
4.06e-06,3.06406,3.06406,4.09853,2.78551,1.39275,4.17826,1.1142,0.83565
4.16e-06,3.06406,2.50696,3.81998,1.94985,1.6713,3.89971,1.94985,1.39275
4.26e-06,3.34261,2.50696,3.54143,2.50696,1.1142,3.89971,0.83565,0.83565
4.35e-06,3.34261,2.2284,3.81998,1.6713,1.94985,3.89971,1.6713,1.1142
4.46e-06,3.06406,2.50696,4.37708,2.2284,1.39275,3.62116,1.1142,1.1142
4.56e-06,3.34261,3.06406,3.81998,2.2284,1.39275,4.45681,1.1142,1.1142
4.67e-06,3.34261,2.50696,3.81998,1.94985,1.94985,3.89971,1.39275,1.39275
4.77e-06,3.06406,2.50696,3.81998,2.2284,1.94985,4.45681,1.6713,1.1142
4.89e-06,3.06406,2.2284,3.54143,1.6713,1.6713,3.89971,1.94985,1.1142
5e-06,3.34261,2.50696,3.81998,1.6713,1.6713,3.89971,1.1142,1.1142
5.12e-06,3.34261,3.34261,3.54143,1.39275,1.94985,4.73536,1.1142,1.39275
5.24e-06,4.17826,1.6713,3.81998,2.50696,1.39275,4.17826,1.39275,0.83565
5.36e-06,3.34261,3.34261,3.81998,1.94985,1.39275,4.17826,1.6713,1.39275
5.48e-06,3.62116,2.50696,4.09853,2.50696,2.50696,4.45681,1.39275,1.1142
5.61e-06,3.34261,2.2284,3.81998,1.94985,2.2284,4.17826,1.94985,1.6713
5.74e-06,3.62116,3.62116,3.26288,2.50696,1.94985,4.45681,1.1142,0.83565
5.87e-06,3.34261,2.78551,4.37708,1.6713,2.2284,4.45681,1.94985,1.6713
6.01e-06,3.06406,3.06406,4.37708,1.94985,2.2284,4.17826,1.39275,0.83565
6.15e-06,3.89971,3.06406,4.09853,2.2284,2.2284,4.45681,1.6713,1.1142
6.29e-06,3.06406,2.50696,3.54143,2.2284,1.6713,4.45681,1.6713,1.1142
6.44e-06,3.62116,2.78551,4.65563,1.94985,1.6713,4.17826,1.6713,1.39275
6.59e-06,3.62116,3.06406,4.09853,2.2284,2.2284,4.17826,1.6713,0.83565
6.74e-06,3.89971,3.06406,4.09853,2.2284,1.6713,4.45681,1.39275,1.1142
6.9e-06,3.34261,3.06406,4.65563,2.50696,1.6713,4.45681,1.94985,1.6713
7.06e-06,3.62116,2.50696,4.93418,2.2284,2.2284,4.45681,1.6713,0.83565
7.23e-06,3.62116,3.06406,4.93418,2.50696,2.2284,4.17826,1.39275,0.83565
7.4e-06,3.62116,2.50696,4.37708,2.78551,1.6713,4.45681,1.1142,0.83565
7.57e-06,3.89971,3.06406,4.37708,3.06406,1.6713,4.73536,1.39275,1.1142
7.74e-06,3.89971,2.78551,4.93418,2.50696,2.50696,4.73536,1.39275,0.83565
7.92e-06,3.89971,2.78551,4.65563,3.06406,1.94985,5.01391,1.94985,1.1142
8.11e-06,3.62116,2.78551,4.37708,1.94985,1.39275,4.45681,1.39275,0.83565
8.3e-06,3.62116,2.78551,4.65563,2.2284,1.94985,4.73536,1.6713,1.6713
8.49e-06,3.62116,2.78551,4.93418,2.78551,1.94985,5.01391,1.6713,1.1142
8.69e-06,3.34261,3.06406,4.65563,2.2284,1.94985,4.73536,1.6713,1.6713
8.89e-06,4.17826,3.06406,4.65563,3.06406,2.50696,4.73536,1.94985,1.1142
9.1e-06,3.89971,3.34261,4.93418,2.78551,2.2284,4.73536,1.94985,1.1142
9.31e-06,3.62116,3.34261,4.65563,2.2284,1.94985,4.73536,1.39275,1.39275
9.53e-06,3.62116,3.06406,4.93418,2.50696,1.94985,4.73536,1.6713,1.39275
9.75e-06,4.17826,3.06406,4.65563,1.6713,1.94985,4.17826,1.6713,1.1142
9.98e-06,4.17826,2.78551,4.93418,2.2284,1.39275,5.01391,1.39275,1.1142
