time,1167,1100,1033,1300,967,1230,900,833
0.0001,-0.1452,-0.13197,-0.10566,-0.18678,-0.09144,-0.17944,-0.07609,-0.06418
0.000102,-0.15168,-0.12689,-0.11026,-0.1787,-0.0941,-0.18207,-0.07565,-0.07062
0.000104,-0.15168,-0.13149,-0.11026,-0.17409,-0.0941,-0.18207,-0.08025,-0.06141
0.000107,-0.15168,-0.13149,-0.10566,-0.1787,-0.0941,-0.18667,-0.08025,-0.04761
0.000109,-0.15168,-0.13609,-0.11487,-0.16949,-0.0941,-0.18667,-0.08485,-0.06602
0.000112,-0.15628,-0.13149,-0.11487,-0.16949,-0.0987,-0.19128,-0.08485,-0.11664
0.000115,-0.15628,-0.13609,-0.11487,-0.16489,-0.0941,-0.18667,-0.08025,-0.07062
0.000117,-0.16088,-0.13609,-0.11487,-0.16029,-0.0941,-0.19128,-0.08945,-0.07062
0.00012,-0.17009,-0.14069,-0.11487,-0.15108,-0.1033,-0.19588,-0.08485,-0.06602
0.00012,-0.15442,-0.13965,-0.11487,-0.17832,-0.09605,-0.19096,-0.07994,-0.06649
0.000123,-0.16548,-0.13609,-0.11026,-0.16029,-0.02046,-0.19128,-0.08025,-0.07062
0.000126,-0.16088,-0.1453,-0.11947,-0.16029,-0.0987,-0.20048,-0.08025,-0.07062
0.000129,-0.16088,-0.14069,-0.11026,-0.15108,-0.0987,-0.19588,-0.07565,-0.07062
0.000132,-0.16548,-0.14069,-0.11947,-0.15108,-0.0987,-0.20048,-0.08945,-0.07062
0.000135,-0.16548,-0.14069,-0.11487,-0.14188,-0.0987,-0.19128,-0.08485,-0.06602
0.000138,-0.17009,-0.14069,-0.11947,-0.14188,-0.0895,-0.19588,-0.08485,-0.07522
0.00014,-0.16441,-0.14503,-0.11487,-0.16372,-0.10066,-0.19711,-0.08455,-0.06956
0.000141,-0.17009,-0.14069,-0.11947,-0.13728,-0.0987,-0.19588,-0.08485,-0.07062
0.000144,-0.16548,-0.14069,-0.11487,-0.13268,-0.0987,-0.20048,-0.08485,-0.07062
0.000148,-0.16548,-0.1453,-0.11026,-0.12347,-0.1033,-0.19588,-0.08945,-0.05221
0.000151,-0.16088,-0.14069,-0.11487,-0.12347,-0.0987,-0.20048,-0.08945,-0.07062
0.000155,-0.16548,-0.14069,-0.11947,-0.11427,-0.0941,-0.19128,-0.08485,-0.06602
0.000158,-0.16548,-0.14069,-0.11487,-0.10966,-0.14012,-0.19588,-0.08945,-0.07062
0.00016,-0.16826,-0.1458,-0.12867,-0.13912,-0.10297,-0.19096,-0.08609,-0.06802
0.000162,-0.16088,-0.14069,-0.11947,-0.10046,-0.0987,-0.18667,-0.08485,-0.07062
0.000166,-0.16088,-0.13609,-0.12867,-0.10046,-0.0941,-0.18667,-0.08025,-0.06602
0.000169,-0.16548,-0.1453,-0.12407,-0.09126,-0.0987,-0.18667,-0.08025,-0.07062
0.000173,-0.16548,-0.14069,-0.12407,-0.08205,-0.1033,-0.18207,-0.08485,-0.07062
0.000177,-0.17469,-0.1453,-0.12407,-0.07745,-0.0987,-0.18207,-0.08485,-0.07062
0.00018,-0.16826,-0.14657,-0.12867,-0.10376,-0.10143,-0.18174,-0.08455,-0.06802
0.000182,-0.17009,-0.14069,-0.12867,-0.06825,-0.1033,-0.17747,-0.08945,-0.07062
0.000186,-0.16548,-0.1499,-0.12407,-0.06364,-0.1033,-0.18207,-0.08945,-0.07062
0.00019,-0.17929,-0.1499,-0.12407,-0.05904,-0.1033,-0.17747,-0.08945,-0.07062
0.000195,-0.17929,-0.1499,-0.12867,-0.05444,-0.1033,-0.18667,-0.08485,-0.07522
0.000199,-0.17929,-0.1499,-0.12867,-0.04984,-0.1079,-0.18667,-0.09406,-0.07522
0.0002,-0.17364,-0.15272,-0.13327,-0.06918,-0.10374,-0.18174,-0.08609,-0.07264
0.000204,-0.17929,-0.1545,-0.13327,-0.04523,-0.1079,-0.18667,-0.08945,-0.07982
0.000208,-0.18389,-0.1545,-0.12867,-0.04063,-0.1079,-0.18207,-0.09866,-0.07522
0.000213,-0.18389,-0.1545,-0.12867,-0.03143,-0.1033,-0.18207,-0.08945,-0.07522
0.000218,-0.17929,-0.1591,-0.12407,-0.02683,-0.13091,-0.18207,-0.08945,-0.07062
0.00022,-0.18363,-0.1581,-0.12867,-0.04689,-0.10989,-0.1802,-0.08993,-0.07187
0.000223,-0.17929,-0.1591,-0.12867,-0.02683,-0.11251,-0.18207,-0.09406,-0.07062
0.000229,-0.18389,-0.1545,-0.12407,-0.01762,-0.1079,-0.17747,-0.09406,-0.07062
0.000234,-0.1885,-0.1499,-0.12867,-0.01302,-0.1079,-0.17747,-0.05724,-0.07522
0.000239,-0.18389,-0.1591,-0.13327,-0.01302,-0.1079,-0.17747,-0.09406,-0.08442
0.00024,-0.1867,-0.16041,-0.13788,-0.02767,-0.10989,-0.17482,-0.093,-0.07417
0.000245,-0.1885,-0.1545,-0.12867,-0.00842,-0.1079,-0.17287,-0.09406,-0.07062
0.000251,-0.18389,-0.17291,-0.12867,-0.00382,-0.11251,-0.08083,-0.08945,-0.07522
0.000256,-0.1931,-0.1591,-0.13327,-0.00382,-0.1079,-0.16827,-0.09406,-0.07522
0.00026,-0.18901,-0.16425,-0.12867,-0.01153,-0.11142,-0.16867,-0.09377,-0.07648
0.000262,-0.1885,-0.1591,-0.12867,0.000787,-0.11251,-0.16366,-0.09406,-0.07522
0.000269,-0.1931,-0.1591,-0.13327,0.00539,-0.11251,-0.16366,-0.08945,-0.07522
0.000275,-0.18389,-0.1591,-0.13327,0.0,-0.11251,-0.16366,-0.09406,-0.07062
0.00028,-0.19131,-0.16425,-0.13788,-0.000769,-0.1145,-0.15791,-0.09223,-0.07494
0.000281,-0.1885,-0.1591,-0.13788,0.00539,-0.1079,-0.15906,-0.09406,-0.07982
0.000288,-0.18389,-0.1591,-0.13327,0.00999,-0.12171,-0.14986,-0.09406,-0.06602
0.000294,-0.18389,-0.1591,-0.13788,0.00999,-0.1079,-0.14986,-0.09406,-0.07062
0.0003,-0.18824,-0.16194,-0.13788,0.00845,-0.11142,-0.14638,-0.09454,-0.07494
0.000301,-0.18389,-0.1591,-0.13788,0.01459,-0.1033,-0.14526,-0.09406,-0.07522
0.000308,-0.18389,-0.1591,-0.15168,0.01459,-0.1079,-0.14526,-0.09406,-0.07522
0.000315,-0.1885,-0.18211,-0.14248,0.0238,-0.1079,-0.13145,-0.09406,-0.07522
0.00032,-0.1867,-0.16348,-0.13788,0.01845,-0.11142,-0.13562,-0.09147,-0.07494
